Param,Prime,Step,Compile Time,Setup Time,Witness Time,Proof Time,Verify Time,Proof Size,Proving Key Size,Verification Key Size,Witness Size
16,137,200,56.380951026,86.897888298,23.855968479,72.242564056,.026882438,104523,2914997232,231353,297265728
16,139,200,56.380951026,86.897888298,24.051240881,73.637184827,.026194664,104523,2914997232,231353,297265728
16,149,200,56.380951026,86.897888298,23.872460080,74.464940198,.025543565,104523,2914997232,231353,297265728
16,151,200,56.380951026,86.897888298,24.280383623,73.766424325,.025794235,104523,2914997232,231353,297265728
16,157,200,56.380951026,86.897888298,23.562315904,72.821473510,.024653017,104523,2914997232,231353,297265728
16,163,200,56.380951026,86.897888298,23.906862513,74.259376378,.023706191,104523,2914997232,231353,297265728
16,167,200,56.380951026,86.897888298,24.174476807,73.604017798,.025911026,104523,2914997232,231353,297265728
16,173,200,56.380951026,86.897888298,23.765941428,74.099073748,.024559995,104523,2914997232,231353,297265728
16,179,200,56.380951026,86.897888298,23.866793546,73.552161898,.026509218,104523,2914997232,231353,297265728
16,181,200,56.380951026,86.897888298,23.780175484,72.767050600,.024609883,104523,2914997232,231353,297265728
16,193,200,56.380951026,86.897888298,24.635341996,73.627497490,.025583070,104523,2914997232,231353,297265728
16,197,200,56.380951026,86.897888298,23.796981237,73.150277535,.027406721,104523,2914997232,231353,297265728
16,199,200,56.380951026,86.897888298,24.922314653,72.949054603,.054248590,104523,2914997232,231353,297265728
16,211,200,56.380951026,86.897888298,23.711259376,73.650974655,.024944712,104523,2914997232,231353,297265728
16,223,200,56.380951026,86.897888298,23.969372711,74.928663037,.027082322,104523,2914997232,231353,297265728
16,227,200,56.380951026,86.897888298,24.307420787,72.768688465,.025330034,104523,2914997232,231353,297265728
16,229,200,56.380951026,86.897888298,23.952763212,74.057992015,.024505096,104523,2914997232,231353,297265728
16,233,200,56.380951026,86.897888298,24.157098162,73.193105165,.024203093,104523,2914997232,231353,297265728
16,239,200,56.380951026,86.897888298,23.565504028,73.434642543,.027125451,104523,2914997232,231353,297265728
16,241,200,56.380951026,86.897888298,24.065096731,74.191613173,.028312465,104523,2914997232,231353,297265728
16,251,200,56.380951026,86.897888298,27.417122945,78.923545440,.025427265,104523,2914997232,231353,297265728
16,257,200,56.380951026,86.897888298,25.354290079,84.027549798,.025954206,104523,2914997232,231353,297265728
16,263,200,56.380951026,86.897888298,24.822456975,80.865108666,.033032555,104523,2914997232,231353,297265728
16,269,200,56.380951026,86.897888298,25.702313245,81.205467809,.024439335,104523,2914997232,231353,297265728
16,271,200,56.380951026,86.897888298,24.134213447,84.861425653,.028060723,104523,2914997232,231353,297265728
16,277,200,56.380951026,86.897888298,26.183304473,86.863662551,.030260527,104523,2914997232,231353,297265728
16,281,200,56.380951026,86.897888298,25.510519792,84.239481588,.027158698,104523,2914997232,231353,297265728
16,283,200,56.380951026,86.897888298,26.223933188,86.471557474,.027518784,104523,2914997232,231353,297265728
16,293,200,56.380951026,86.897888298,24.954121162,82.288492188,.026375281,104523,2914997232,231353,297265728
16,307,200,56.380951026,86.897888298,25.511717027,83.416884517,.026424368,104523,2914997232,231353,297265728
16,311,200,56.380951026,86.897888298,25.205660906,80.157042766,.026464052,104523,2914997232,231353,297265728
16,313,200,56.380951026,86.897888298,24.943671958,79.959294257,.027208442,104523,2914997232,231353,297265728
16,317,200,56.380951026,86.897888298,25.008435190,83.154173377,.028702813,104523,2914997232,231353,297265728
16,331,200,56.380951026,86.897888298,26.868847360,83.896136713,.026594590,104523,2914997232,231353,297265728
16,337,200,56.380951026,86.897888298,25.231016520,80.972910763,.027503984,104523,2914997232,231353,297265728
16,347,200,56.380951026,86.897888298,25.591381971,85.722613797,.027055909,104523,2914997232,231353,297265728
16,349,200,56.380951026,86.897888298,24.959279685,87.780621819,.029026587,104523,2914997232,231353,297265728
16,353,200,56.380951026,86.897888298,25.209075617,82.923590926,.026850420,104523,2914997232,231353,297265728
16,359,200,56.380951026,86.897888298,25.938852581,86.338456774,.026727998,104523,2914997232,231353,297265728
16,367,200,56.380951026,86.897888298,25.715529241,84.629615970,.024713465,104523,2914997232,231353,297265728
16,373,200,56.380951026,86.897888298,25.081756920,85.889118170,.027194151,104523,2914997232,231353,297265728
16,379,200,56.380951026,86.897888298,25.092298685,83.705959686,.028343472,104523,2914997232,231353,297265728
16,383,200,56.380951026,86.897888298,25.512454739,86.139152351,.025875023,104523,2914997232,231353,297265728
16,389,200,56.380951026,86.897888298,26.301962742,86.250079223,.027925460,104523,2914997232,231353,297265728
16,397,200,56.380951026,86.897888298,26.084640424,82.779400813,.025274547,104523,2914997232,231353,297265728
16,401,200,56.380951026,86.897888298,25.319046712,85.868621695,.025697334,104523,2914997232,231353,297265728
16,409,200,56.380951026,86.897888298,25.227496145,84.675512839,.027985648,104523,2914997232,231353,297265728
16,419,200,56.380951026,86.897888298,25.916138821,83.473293835,.026314226,104523,2914997232,231353,297265728
16,421,200,56.380951026,86.897888298,25.369997984,86.786343510,.026368177,104523,2914997232,231353,297265728
16,431,200,56.380951026,86.897888298,25.704234760,86.584758394,.025937960,104523,2914997232,231353,297265728
16,433,200,56.380951026,86.897888298,25.849616314,85.662582433,.024412764,104523,2914997232,231353,297265728
16,439,200,56.380951026,86.897888298,26.327896573,85.968378864,.026652630,104523,2914997232,231353,297265728
16,443,200,56.380951026,86.897888298,27.136709266,82.497424835,.031309221,104523,2914997232,231353,297265728
16,449,200,56.380951026,86.897888298,25.640584220,86.144694399,.029220501,104523,2914997232,231353,297265728
16,457,200,56.380951026,86.897888298,25.299547133,85.235662488,.027866234,104523,2914997232,231353,297265728
16,461,200,56.380951026,86.897888298,25.813112802,83.814629885,.026939312,104523,2914997232,231353,297265728
16,463,200,56.380951026,86.897888298,24.690145841,83.707817424,.026189506,104523,2914997232,231353,297265728
16,467,200,56.380951026,86.897888298,25.274777750,86.648178044,.028555715,104523,2914997232,231353,297265728
16,479,200,56.380951026,86.897888298,25.415082701,83.038129739,.025538549,104523,2914997232,231353,297265728
16,487,200,56.380951026,86.897888298,24.849764018,81.111954628,.025989819,104523,2914997232,231353,297265728
16,491,200,56.380951026,86.897888298,25.596442271,83.367652117,.026517454,104523,2914997232,231353,297265728
16,499,200,56.380951026,86.897888298,25.619875772,85.988298016,.031874619,104523,2914997232,231353,297265728
16,503,200,56.380951026,86.897888298,26.350876658,86.311530419,.027603124,104523,2914997232,231353,297265728
16,509,200,56.380951026,86.897888298,25.845371662,82.909833431,.029542058,104523,2914997232,231353,297265728
16,521,200,56.380951026,86.897888298,24.581180247,78.959626661,.025717075,104523,2914997232,231353,297265728
16,523,200,56.380951026,86.897888298,25.248828758,77.101710134,.024629521,104523,2914997232,231353,297265728
16,541,200,56.380951026,86.897888298,24.437235347,84.079538024,.028306996,104523,2914997232,231353,297265728
16,547,200,56.380951026,86.897888298,25.295406571,80.875855972,.029019819,104523,2914997232,231353,297265728
16,557,200,56.380951026,86.897888298,26.102149314,90.170427751,.032296346,104523,2914997232,231353,297265728
16,563,200,56.380951026,86.897888298,26.413999664,78.197613516,.026085199,104523,2914997232,231353,297265728
16,569,200,56.380951026,86.897888298,24.318828461,86.622646451,.028415213,104523,2914997232,231353,297265728
16,571,200,56.380951026,86.897888298,24.580329955,78.291820114,.024851595,104523,2914997232,231353,297265728
16,577,200,56.380951026,86.897888298,25.156300196,77.671253824,.026177699,104523,2914997232,231353,297265728
16,587,200,56.380951026,86.897888298,24.270440732,76.643596080,.025681481,104523,2914997232,231353,297265728
16,593,200,56.380951026,86.897888298,24.660862357,82.990771076,.029617995,104523,2914997232,231353,297265728
16,599,200,56.380951026,86.897888298,25.529418710,86.311822479,.027316212,104523,2914997232,231353,297265728
16,601,200,56.380951026,86.897888298,25.887167909,85.178754954,.029252574,104523,2914997232,231353,297265728
16,607,200,56.380951026,86.897888298,25.779529912,81.180499136,.026995217,104523,2914997232,231353,297265728
16,613,200,56.380951026,86.897888298,24.607567531,80.040579296,.028165449,104523,2914997232,231353,297265728
16,617,200,56.380951026,86.897888298,24.757267592,76.124494255,.025956916,104523,2914997232,231353,297265728
16,619,200,56.380951026,86.897888298,24.026160895,81.060817608,.029333843,104523,2914997232,231353,297265728
16,631,200,56.380951026,86.897888298,24.803078297,79.871151462,.026514382,104523,2914997232,231353,297265728
16,641,200,56.380951026,86.897888298,24.088980503,78.972627510,.030052763,104523,2914997232,231353,297265728
16,643,200,56.380951026,86.897888298,26.168693872,83.289006047,.028004732,104523,2914997232,231353,297265728
16,647,200,56.380951026,86.897888298,26.230715112,84.950558734,.028223653,104523,2914997232,231353,297265728
16,653,200,56.380951026,86.897888298,25.813133280,82.082550512,.025421035,104523,2914997232,231353,297265728
16,659,200,56.380951026,86.897888298,26.296077110,84.588914047,.024862627,104523,2914997232,231353,297265728
16,661,200,56.380951026,86.897888298,25.011908166,84.657283931,.027761014,104523,2914997232,231353,297265728
16,673,200,56.380951026,86.897888298,26.259651671,90.872733175,.027255852,104523,2914997232,231353,297265728
16,677,200,56.380951026,86.897888298,25.744230515,87.909481311,.028226089,104523,2914997232,231353,297265728
256,137,200,56.380951026,86.897888298,25.522285097,87.796172692,.035035552,104523,2914997232,231353,297265728
256,139,200,56.380951026,86.897888298,26.503261820,86.070093047,.029643331,104523,2914997232,231353,297265728
256,149,200,56.380951026,86.897888298,25.821113502,89.502557155,.028968748,104523,2914997232,231353,297265728
256,151,200,56.380951026,86.897888298,25.445565392,88.340031437,.027730140,104523,2914997232,231353,297265728
256,157,200,56.380951026,86.897888298,26.054574406,88.989522772,.032816280,104523,2914997232,231353,297265728
256,163,200,56.380951026,86.897888298,26.849074797,86.461037733,.030316489,104523,2914997232,231353,297265728
256,167,200,56.380951026,86.897888298,25.956729636,87.605559362,.026742492,104523,2914997232,231353,297265728
256,173,200,56.380951026,86.897888298,25.226636384,84.043053347,.028032676,104523,2914997232,231353,297265728
256,179,200,56.380951026,86.897888298,26.557715254,89.990824470,.026752282,104523,2914997232,231353,297265728
256,181,200,56.380951026,86.897888298,25.661063405,90.707528424,.027136213,104523,2914997232,231353,297265728
256,193,200,56.380951026,86.897888298,25.622749872,88.259602959,.030584306,104523,2914997232,231353,297265728
256,197,200,56.380951026,86.897888298,26.655071047,84.390009658,.029200834,104523,2914997232,231353,297265728
256,199,200,56.380951026,86.897888298,26.417383125,85.115691363,.031774257,104523,2914997232,231353,297265728
256,211,200,56.380951026,86.897888298,25.350829260,89.079074904,.029311893,104523,2914997232,231353,297265728
256,223,200,56.380951026,86.897888298,26.390634155,87.836903910,.027468983,104523,2914997232,231353,297265728
256,227,200,56.380951026,86.897888298,25.712355858,84.455331705,.029742733,104523,2914997232,231353,297265728
256,229,200,56.380951026,86.897888298,28.462436919,87.008972703,.030839434,104523,2914997232,231353,297265728
256,233,200,56.380951026,86.897888298,26.045797351,85.760489048,.028620669,104523,2914997232,231353,297265728
256,239,200,56.380951026,86.897888298,25.361659245,86.100617612,.031060666,104523,2914997232,231353,297265728
256,241,200,56.380951026,86.897888298,27.002734410,83.804508711,.027934523,104523,2914997232,231353,297265728
256,251,200,56.380951026,86.897888298,26.528059529,87.182044737,.032420068,104523,2914997232,231353,297265728
256,257,200,56.380951026,86.897888298,26.722953027,91.539654942,.031462796,104523,2914997232,231353,297265728
256,263,200,56.380951026,86.897888298,25.693985396,91.020440164,.029205933,104523,2914997232,231353,297265728
256,269,200,56.380951026,86.897888298,25.533434901,86.824616939,.028977584,104523,2914997232,231353,297265728
256,271,200,56.380951026,86.897888298,25.750831678,88.502975630,.031835916,104523,2914997232,231353,297265728
256,277,200,56.380951026,86.897888298,26.644312203,89.298020910,.031900282,104523,2914997232,231353,297265728
256,281,200,56.380951026,86.897888298,26.734850165,88.186979605,.026582388,104523,2914997232,231353,297265728
256,283,200,56.380951026,86.897888298,25.899255472,90.199085104,.031303122,104523,2914997232,231353,297265728
256,293,200,56.380951026,86.897888298,26.404681154,86.335936776,.029071331,104523,2914997232,231353,297265728
256,307,200,56.380951026,86.897888298,26.115793773,86.280976858,.028246617,104523,2914997232,231353,297265728
256,311,200,56.380951026,86.897888298,25.054987580,90.897644332,.034567417,104523,2914997232,231353,297265728
256,313,200,56.380951026,86.897888298,25.242616079,87.902543240,.029901622,104523,2914997232,231353,297265728
256,317,200,56.380951026,86.897888298,26.806791371,87.841114635,.028711746,104523,2914997232,231353,297265728
256,331,200,56.380951026,86.897888298,26.564669641,89.425202280,.029526896,104523,2914997232,231353,297265728
256,337,200,56.380951026,86.897888298,25.261293189,89.792799176,.031541755,104523,2914997232,231353,297265728
256,347,200,56.380951026,86.897888298,25.998110758,91.720980274,.031950974,104523,2914997232,231353,297265728
256,349,200,56.380951026,86.897888298,26.015864703,90.747130625,.028450674,104523,2914997232,231353,297265728
256,353,200,56.380951026,86.897888298,26.654069827,84.809154185,.027789354,104523,2914997232,231353,297265728
256,359,200,56.380951026,86.897888298,24.583551674,83.149710021,.027214631,104523,2914997232,231353,297265728
256,367,200,56.380951026,86.897888298,24.398790205,77.181070986,.026917177,104523,2914997232,231353,297265728
256,373,200,56.380951026,86.897888298,23.689519354,75.005020989,.027942449,104523,2914997232,231353,297265728
256,379,200,56.380951026,86.897888298,24.676672584,82.265214363,.026414206,104523,2914997232,231353,297265728
256,383,200,56.380951026,86.897888298,24.809087801,76.024185254,.027019958,104523,2914997232,231353,297265728
256,389,200,56.380951026,86.897888298,24.255677299,78.389768153,.028080528,104523,2914997232,231353,297265728
256,397,200,56.380951026,86.897888298,23.703436378,72.589838384,.026159622,104523,2914997232,231353,297265728
256,401,200,56.380951026,86.897888298,23.810101315,76.469746949,.028860976,104523,2914997232,231353,297265728
256,409,200,56.380951026,86.897888298,24.846739463,73.580445939,.025842988,104523,2914997232,231353,297265728
256,419,200,56.380951026,86.897888298,24.306160193,77.938738052,.030327997,104523,2914997232,231353,297265728
256,421,200,56.380951026,86.897888298,23.935113497,74.304255230,.026244709,104523,2914997232,231353,297265728
256,431,200,56.380951026,86.897888298,24.088248982,76.304779466,.026393833,104523,2914997232,231353,297265728
256,433,200,56.380951026,86.897888298,23.616512459,73.627042899,.026152789,104523,2914997232,231353,297265728
256,439,200,56.380951026,86.897888298,24.089153589,73.847415096,.028495711,104523,2914997232,231353,297265728
256,443,200,56.380951026,86.897888298,23.887247627,75.098687000,.027746457,104523,2914997232,231353,297265728
256,449,200,56.380951026,86.897888298,25.485963472,78.530294177,.026853323,104523,2914997232,231353,297265728
256,457,200,56.380951026,86.897888298,23.784230811,73.881795116,.027672195,104523,2914997232,231353,297265728
256,461,200,56.380951026,86.897888298,24.499677433,77.544362054,.026553001,104523,2914997232,231353,297265728
256,463,200,56.380951026,86.897888298,23.545951348,72.930233647,.027382404,104523,2914997232,231353,297265728
256,467,200,56.380951026,86.897888298,24.426150725,76.675156677,.026796164,104523,2914997232,231353,297265728
256,479,200,56.380951026,86.897888298,24.159603738,74.469577839,.026422179,104523,2914997232,231353,297265728
256,487,200,56.380951026,86.897888298,24.581243610,77.941204412,.025827041,104523,2914997232,231353,297265728
256,491,200,56.380951026,86.897888298,24.392105068,75.139322022,.027136932,104523,2914997232,231353,297265728
256,499,200,56.380951026,86.897888298,24.812084397,79.134254502,.026127328,104523,2914997232,231353,297265728
256,503,200,56.380951026,86.897888298,23.924289464,75.762522127,.028467141,104523,2914997232,231353,297265728
256,509,200,56.380951026,86.897888298,24.443337132,78.382211986,.026634331,104523,2914997232,231353,297265728
256,521,200,56.380951026,86.897888298,23.416260651,74.280757619,.025991091,104523,2914997232,231353,297265728
256,523,200,56.380951026,86.897888298,24.449800190,80.161829040,.026112004,104523,2914997232,231353,297265728
256,541,200,56.380951026,86.897888298,24.528506455,75.248652200,.027379111,104523,2914997232,231353,297265728
256,547,200,56.380951026,86.897888298,24.532384219,78.845860626,.027934996,104523,2914997232,231353,297265728
256,557,200,56.380951026,86.897888298,23.438416586,75.505277929,.026758072,104523,2914997232,231353,297265728
256,563,200,56.380951026,86.897888298,24.404433870,78.268428243,.031437080,104523,2914997232,231353,297265728
256,569,200,56.380951026,86.897888298,23.750252488,74.779944839,.026558337,104523,2914997232,231353,297265728
256,571,200,56.380951026,86.897888298,24.241028154,78.925998991,.026417210,104523,2914997232,231353,297265728
256,577,200,56.380951026,86.897888298,23.793349275,73.862573370,.027442742,104523,2914997232,231353,297265728
256,587,200,56.380951026,86.897888298,24.758561552,76.935923607,.026838726,104523,2914997232,231353,297265728
256,593,200,56.380951026,86.897888298,24.332819526,78.391118514,.026612419,104523,2914997232,231353,297265728
256,599,200,56.380951026,86.897888298,23.835605176,76.663568863,.027321825,104523,2914997232,231353,297265728
256,601,200,56.380951026,86.897888298,24.358461299,78.665207419,.028582216,104523,2914997232,231353,297265728
256,607,200,56.380951026,86.897888298,23.683139506,73.324486323,.025926633,104523,2914997232,231353,297265728
256,613,200,56.380951026,86.897888298,24.177465967,77.685152852,.030006234,104523,2914997232,231353,297265728
256,617,200,56.380951026,86.897888298,23.803677983,74.043616973,.027471700,104523,2914997232,231353,297265728
256,619,200,56.380951026,86.897888298,24.146594366,77.022649218,.027318244,104523,2914997232,231353,297265728
256,631,200,56.380951026,86.897888298,23.693236568,75.979023850,.026059572,104523,2914997232,231353,297265728
256,641,200,56.380951026,86.897888298,24.285112563,74.278177578,.026663053,104523,2914997232,231353,297265728
256,643,200,56.380951026,86.897888298,23.750673481,75.093680222,.026230974,104523,2914997232,231353,297265728
256,647,200,56.380951026,86.897888298,24.204283002,75.965742024,.027891275,104523,2914997232,231353,297265728
256,653,200,56.380951026,86.897888298,24.202908202,72.582163234,.027157583,104523,2914997232,231353,297265728
256,659,200,56.380951026,86.897888298,23.923878110,77.288838820,.026402109,104523,2914997232,231353,297265728
256,661,200,56.380951026,86.897888298,23.531773819,75.310218015,.026096958,104523,2914997232,231353,297265728
256,673,200,56.380951026,86.897888298,24.550472084,77.459651351,.026889295,104523,2914997232,231353,297265728
256,677,200,56.380951026,86.897888298,23.933054449,74.351316146,.025938450,104523,2914997232,231353,297265728
65536,137,200,56.380951026,86.897888298,24.134930122,76.296352000,.031575014,104523,2914997232,231353,297265728
65536,139,200,56.380951026,86.897888298,24.364421849,77.734781833,.032134103,104523,2914997232,231353,297265728
65536,149,200,56.380951026,86.897888298,24.080005472,75.915536387,.032429209,104523,2914997232,231353,297265728
65536,151,200,56.380951026,86.897888298,23.982298533,78.384291537,.032301058,104523,2914997232,231353,297265728
65536,157,200,56.380951026,86.897888298,23.956382246,74.484037152,.030173435,104523,2914997232,231353,297265728
65536,163,200,56.380951026,86.897888298,24.291438483,79.114850604,.033323420,104523,2914997232,231353,297265728
65536,167,200,56.380951026,86.897888298,23.875261883,75.328292890,.029644919,104523,2914997232,231353,297265728
65536,173,200,56.380951026,86.897888298,24.636209192,77.951813818,.030914486,104523,2914997232,231353,297265728
65536,179,200,56.380951026,86.897888298,24.091130913,74.808182058,.029819274,104523,2914997232,231353,297265728
65536,181,200,56.380951026,86.897888298,25.525017704,76.537945065,.032569128,104523,2914997232,231353,297265728
65536,193,200,56.380951026,86.897888298,24.360512672,76.139468238,.030849951,104523,2914997232,231353,297265728
65536,197,200,56.380951026,86.897888298,24.748512899,77.143912914,.030707567,104523,2914997232,231353,297265728
65536,199,200,56.380951026,86.897888298,24.042407214,72.719319069,.030528139,104523,2914997232,231353,297265728
65536,211,200,56.380951026,86.897888298,24.780166378,77.629380572,.032493309,104523,2914997232,231353,297265728
65536,223,200,56.380951026,86.897888298,23.999043047,74.523803204,.032036691,104523,2914997232,231353,297265728
65536,227,200,56.380951026,86.897888298,24.091287040,74.038242362,.031769385,104523,2914997232,231353,297265728
65536,229,200,56.380951026,86.897888298,24.571981415,76.719350494,.031260126,104523,2914997232,231353,297265728
65536,233,200,56.380951026,86.897888298,23.712351486,76.363510070,.032217788,104523,2914997232,231353,297265728
65536,239,200,56.380951026,86.897888298,26.235983111,88.230131931,.037234355,104523,2914997232,231353,297265728
65536,241,200,56.380951026,86.897888298,26.074635291,86.536439447,.034452836,104523,2914997232,231353,297265728
65536,251,200,56.380951026,86.897888298,26.018311382,86.078075561,.033097901,104523,2914997232,231353,297265728
65536,257,200,56.380951026,86.897888298,26.141080597,93.388204590,.033861434,104523,2914997232,231353,297265728
65536,263,200,56.380951026,86.897888298,26.820816443,88.797573216,.035919917,104523,2914997232,231353,297265728
65536,269,200,56.380951026,86.897888298,26.661706876,91.198925734,.035680063,104523,2914997232,231353,297265728
65536,271,200,56.380951026,86.897888298,26.602471715,88.008209231,.034677288,104523,2914997232,231353,297265728
65536,277,200,56.380951026,86.897888298,26.107799747,85.515392311,.034482368,104523,2914997232,231353,297265728
65536,281,200,56.380951026,86.897888298,26.219194657,84.570639118,.036182361,104523,2914997232,231353,297265728
65536,283,200,56.380951026,86.897888298,26.137837737,87.108763996,.034222427,104523,2914997232,231353,297265728
65536,293,200,56.380951026,86.897888298,27.126789919,87.812537978,.035817743,104523,2914997232,231353,297265728
65536,307,200,56.380951026,86.897888298,25.889168674,89.303849417,.033910485,104523,2914997232,231353,297265728
65536,311,200,56.380951026,86.897888298,26.561356883,87.422827181,.032782966,104523,2914997232,231353,297265728
65536,313,200,56.380951026,86.897888298,26.002733052,89.736695874,.034454851,104523,2914997232,231353,297265728
65536,317,200,56.380951026,86.897888298,26.507814915,90.639087603,.032723933,104523,2914997232,231353,297265728
65536,331,200,56.380951026,86.897888298,25.478058469,84.953090505,.032927934,104523,2914997232,231353,297265728
65536,337,200,56.380951026,86.897888298,26.332437178,91.944810942,.032912985,104523,2914997232,231353,297265728
65536,347,200,56.380951026,86.897888298,26.249862188,89.991106430,.032969377,104523,2914997232,231353,297265728
65536,349,200,56.380951026,86.897888298,26.732427188,85.220394604,.037037783,104523,2914997232,231353,297265728
65536,353,200,56.380951026,86.897888298,26.140058821,90.880786521,.035148357,104523,2914997232,231353,297265728
65536,359,200,56.380951026,86.897888298,26.854861088,90.911663564,.034789184,104523,2914997232,231353,297265728
65536,367,200,56.380951026,86.897888298,26.715109056,92.004572581,.034012781,104523,2914997232,231353,297265728
65536,373,200,56.380951026,86.897888298,26.357428924,78.964492337,.030922974,104523,2914997232,231353,297265728
65536,379,200,56.380951026,86.897888298,25.109668795,90.967817478,.034710547,104523,2914997232,231353,297265728
65536,383,200,56.380951026,86.897888298,26.731191958,90.383943753,.036179620,104523,2914997232,231353,297265728
65536,389,200,56.380951026,86.897888298,25.638112321,79.659377531,.032072691,104523,2914997232,231353,297265728
65536,397,200,56.380951026,86.897888298,24.801660004,80.340269014,.031641827,104523,2914997232,231353,297265728
65536,401,200,56.380951026,86.897888298,23.655539830,78.267699497,.031739037,104523,2914997232,231353,297265728
65536,409,200,56.380951026,86.897888298,24.740814312,80.554248978,.032724403,104523,2914997232,231353,297265728
65536,419,200,56.380951026,86.897888298,23.658609435,84.393624121,.033512110,104523,2914997232,231353,297265728
65536,421,200,56.380951026,86.897888298,25.440597651,86.672692049,.030675716,104523,2914997232,231353,297265728
65536,431,200,56.380951026,86.897888298,24.124169320,79.125768163,.033070395,104523,2914997232,231353,297265728
65536,433,200,56.380951026,86.897888298,24.269174847,77.470602697,.031971080,104523,2914997232,231353,297265728
65536,439,200,56.380951026,86.897888298,24.260377482,78.100307943,.031924597,104523,2914997232,231353,297265728
65536,443,200,56.380951026,86.897888298,24.550957275,91.357682316,.031405779,104523,2914997232,231353,297265728
65536,449,200,56.380951026,86.897888298,27.058480125,91.417397735,.033581709,104523,2914997232,231353,297265728
65536,457,200,56.380951026,86.897888298,26.126671435,87.384860104,.033728099,104523,2914997232,231353,297265728
65536,461,200,56.380951026,86.897888298,25.743517732,86.196260011,.032938666,104523,2914997232,231353,297265728
65536,463,200,56.380951026,86.897888298,25.793068218,90.385090863,.035060163,104523,2914997232,231353,297265728
65536,467,200,56.380951026,86.897888298,26.345512537,90.900646630,.035933709,104523,2914997232,231353,297265728
65536,479,200,56.380951026,86.897888298,26.376907901,89.816225634,.031927744,104523,2914997232,231353,297265728
65536,487,200,56.380951026,86.897888298,26.300256393,83.552748419,.034763161,104523,2914997232,231353,297265728
65536,491,200,56.380951026,86.897888298,26.011022749,85.412902250,.034045441,104523,2914997232,231353,297265728
65536,499,200,56.380951026,86.897888298,24.772464521,86.219466767,.039836082,104523,2914997232,231353,297265728
65536,503,200,56.380951026,86.897888298,25.337274961,80.843730771,.033953495,104523,2914997232,231353,297265728
65536,509,200,56.380951026,86.897888298,25.586406970,85.186415323,.037760697,104523,2914997232,231353,297265728
65536,521,200,56.380951026,86.897888298,25.567846510,87.312747234,.034032367,104523,2914997232,231353,297265728
65536,523,200,56.380951026,86.897888298,25.254509687,81.741261785,.030969886,104523,2914997232,231353,297265728
65536,541,200,56.380951026,86.897888298,25.084404901,88.211256471,.035619901,104523,2914997232,231353,297265728
65536,547,200,56.380951026,86.897888298,26.402992425,88.332507279,.037754227,104523,2914997232,231353,297265728
65536,557,200,56.380951026,86.897888298,25.372517446,84.707925332,.032275814,104523,2914997232,231353,297265728
65536,563,200,56.380951026,86.897888298,25.537465988,86.048551646,.036550894,104523,2914997232,231353,297265728
65536,569,200,56.380951026,86.897888298,26.395754500,88.767251174,.032301351,104523,2914997232,231353,297265728
65536,571,200,56.380951026,86.897888298,25.752133995,84.360969544,.034526512,104523,2914997232,231353,297265728
65536,577,200,56.380951026,86.897888298,27.134536892,84.546013669,.033386885,104523,2914997232,231353,297265728
65536,587,200,56.380951026,86.897888298,25.396278122,90.489627975,.032832776,104523,2914997232,231353,297265728
65536,593,200,56.380951026,86.897888298,26.220010127,85.088695226,.031844080,104523,2914997232,231353,297265728
65536,599,200,56.380951026,86.897888298,25.450071033,87.384008195,.037101640,104523,2914997232,231353,297265728
65536,601,200,56.380951026,86.897888298,25.550138479,85.675634817,.035297333,104523,2914997232,231353,297265728
65536,607,200,56.380951026,86.897888298,25.405681466,83.182911192,.033256018,104523,2914997232,231353,297265728
65536,613,200,56.380951026,86.897888298,25.616302975,84.208090604,.032539409,104523,2914997232,231353,297265728
65536,617,200,56.380951026,86.897888298,25.191639951,86.363939141,.036064833,104523,2914997232,231353,297265728
65536,619,200,56.380951026,86.897888298,26.021984211,91.377810190,.032833070,104523,2914997232,231353,297265728
65536,631,200,56.380951026,86.897888298,27.046289751,82.155650610,.037752564,104523,2914997232,231353,297265728
65536,641,200,56.380951026,86.897888298,25.365809999,81.972095906,.029830998,104523,2914997232,231353,297265728
65536,643,200,56.380951026,86.897888298,25.388498041,85.479751335,.031791695,104523,2914997232,231353,297265728
65536,647,200,56.380951026,86.897888298,24.687760273,89.900561291,.038478988,104523,2914997232,231353,297265728
65536,653,200,56.380951026,86.897888298,28.072340611,92.359380516,.039655732,104523,2914997232,231353,297265728
65536,659,200,56.380951026,86.897888298,27.014812864,93.982189624,.030960178,104523,2914997232,231353,297265728
65536,661,200,56.380951026,86.897888298,26.071269308,88.006918072,.040540417,104523,2914997232,231353,297265728
65536,673,200,56.380951026,86.897888298,25.651460061,91.365959684,.033745848,104523,2914997232,231353,297265728
65536,677,200,56.380951026,86.897888298,26.545332826,79.244418766,.033596822,104523,2914997232,231353,297265728
